GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
0400000US01,01,Alabama,7950000US0101400,0101400,"Alabama - Walker, Marion (South & West), Fayette & Lamar Counties PUMA","Walker, Marion (South & West), Fayette & Lamar Counties PUMA",70.1,2.9
0400000US01,01,Alabama,7950000US0101500,0101500,Alabama - Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA,77.0,3.4
0400000US01,01,Alabama,7950000US0101600,0101600,Alabama - Tuscaloosa & Northport (Southeast) Cities PUMA,Tuscaloosa & Northport (Southeast) Cities PUMA,74.7,4.0
0400000US01,01,Alabama,7950000US0101700,0101700,"Alabama - Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA",58.8,3.3
0400000US01,01,Alabama,7950000US0101800,0101800,"Alabama - Chilton, Tallapoosa, Chambers & Coosa Counties PUMA","Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",68.6,3.7
0400000US01,01,Alabama,7950000US0101900,0101900,Alabama - Lee County--Auburn City PUMA,Lee County--Auburn City PUMA,82.3,2.5
0400000US01,01,Alabama,7950000US0102000,0102000,Alabama - Montgomery City & Pike Road Town (North) PUMA,Montgomery City & Pike Road Town (North) PUMA,80.4,2.1
0400000US01,01,Alabama,7950000US0102100,0102100,"Alabama - Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA",76.0,2.6
0400000US01,01,Alabama,7950000US0102200,0102200,Alabama - Southwest Alabama PUMA,Southwest Alabama PUMA,51.8,2.7
0400000US01,01,Alabama,7950000US0102300,0102300,"Alabama - Coffee, Covington, Butler & Crenshaw Counties PUMA","Coffee, Covington, Butler & Crenshaw Counties PUMA",70.8,2.4
0400000US01,01,Alabama,7950000US0102400,0102400,"Alabama - Russell, Pike, Barbour, Macon & Bullock Counties PUMA","Russell, Pike, Barbour, Macon & Bullock Counties PUMA",66.1,3.5
0400000US01,01,Alabama,7950000US0102500,0102500,"Alabama - Houston, Dale, Geneva & Henry Counties--Dothan City PUMA","Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",69.9,2.1
0400000US01,01,Alabama,7950000US0102600,0102600,Alabama - Baldwin County PUMA,Baldwin County PUMA,77.2,3.3
0400000US01,01,Alabama,7950000US0102701,0102701,Alabama - Mobile City (East) PUMA,Mobile City (East) PUMA,58.4,3.0
0400000US01,01,Alabama,7950000US0102702,0102702,Alabama - Mobile City (West) PUMA,Mobile City (West) PUMA,78.1,3.1
0400000US01,01,Alabama,7950000US0102703,0102703,"Alabama - Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA",78.3,2.7
0400000US02,02,Alaska,0400000US02,02,Alaska,Alaska,85.7,1.1
0400000US02,02,Alaska,7950000US0200101,0200101,Alaska - Anchorage Municipality (North) PUMA,Anchorage Municipality (North) PUMA,89.1,2.2
0400000US02,02,Alaska,7950000US0200102,0200102,Alaska - Anchorage Municipality (South) PUMA,Anchorage Municipality (South) PUMA,93.6,1.5
0400000US02,02,Alaska,7950000US0200200,0200200,Alaska - Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,82.7,2.0
0400000US02,02,Alaska,7950000US0200300,0200300,"Alaska - Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA",84.7,2.8
0400000US02,02,Alaska,7950000US0200400,0200400,Alaska - Subsistence Alaska PUMA,Subsistence Alaska PUMA,73.1,2.3
0400000US04,04,Arizona,0400000US04,04,Arizona,Arizona,83.1,0.4
0400000US04,04,Arizona,7950000US0400100,0400100,Arizona - Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,94.3,2.5
0400000US04,04,Arizona,7950000US0400101,0400101,Arizona - Maricopa County--Mesa City (East) PUMA,Maricopa County--Mesa City (East) PUMA,86.9,2.0
0400000US04,04,Arizona,7950000US0400102,0400102,Arizona - Maricopa County--Mesa City (North Central) PUMA,Maricopa County--Mesa City (North Central) PUMA,83.4,2.8
0400000US04,04,Arizona,7950000US0400103,0400103,Arizona - Maricopa County--Mesa City (West) PUMA,Maricopa County--Mesa City (West) PUMA,87.7,2.3
0400000US04,04,Arizona,7950000US0400104,0400104,Arizona - Maricopa County--Mesa City (South Central) PUMA,Maricopa County--Mesa City (South Central) PUMA,80.8,3.0
0400000US04,04,Arizona,7950000US0400105,0400105,Arizona - Maricopa County--Gilbert Town (North) PUMA,Maricopa County--Gilbert Town (North) PUMA,95.6,1.2
0400000US04,04,Arizona,7950000US0400106,0400106,Arizona - Maricopa County--Chandler City (Northeast) PUMA,Maricopa County--Chandler City (Northeast) PUMA,86.3,2.5
0400000US04,04,Arizona,7950000US0400107,0400107,Arizona - Maricopa County--Chandler City (South) PUMA,Maricopa County--Chandler City (South) PUMA,90.5,2.0
0400000US04,04,Arizona,7950000US0400108,0400108,Arizona - Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,88.4,3.0
0400000US04,04,Arizona,7950000US0400109,0400109,Arizona - Maricopa County--Tempe City (North) PUMA,Maricopa County--Tempe City (North) PUMA,86.0,3.4
0400000US04,04,Arizona,7950000US0400110,0400110,Arizona - Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,87.7,2.3
0400000US04,04,Arizona,7950000US0400111,0400111,Arizona - Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA,92.2,2.2
0400000US04,04,Arizona,7950000US0400112,0400112,"Arizona - Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA",93.9,2.0
0400000US04,04,Arizona,7950000US0400113,0400113,Arizona - Phoenix City (Northeast) PUMA,Phoenix City (Northeast) PUMA,92.6,1.9
0400000US04,04,Arizona,7950000US0400114,0400114,Arizona - Phoenix City (Northeast Central) PUMA,Phoenix City (Northeast Central) PUMA,82.3,3.1
0400000US04,04,Arizona,7950000US0400115,0400115,Arizona - Phoenix City (Northwest Central) PUMA,Phoenix City (Northwest Central) PUMA,83.4,3.2
0400000US04,04,Arizona,7950000US0400116,0400116,Arizona - Phoenix City (Uptown) PUMA,Phoenix City (Uptown) PUMA,71.4,3.6
0400000US04,04,Arizona,7950000US0400117,0400117,Arizona - Phoenix City (East) PUMA,Phoenix City (East) PUMA,84.3,3.1
0400000US04,04,Arizona,7950000US0400118,0400118,Arizona - Phoenix City--Downtown & Sky Harbor International Airport PUMA,Phoenix City--Downtown & Sky Harbor International Airport PUMA,77.2,3.1
0400000US04,04,Arizona,7950000US0400119,0400119,Arizona - Phoenix City (South) PUMA,Phoenix City (South) PUMA,67.0,4.4
0400000US04,04,Arizona,7950000US0400120,0400120,Arizona - Phoenix City--Ahwatukee & South Mountain PUMA,Phoenix City--Ahwatukee & South Mountain PUMA,90.2,3.2
0400000US04,04,Arizona,7950000US0400121,0400121,Arizona - Phoenix (Southwest) & Tolleson Cities PUMA,Phoenix (Southwest) & Tolleson Cities PUMA,77.0,3.5
0400000US04,04,Arizona,7950000US0400122,0400122,Arizona - Phoenix City--Maryvale (East) PUMA,Phoenix City--Maryvale (East) PUMA,69.9,3.7
0400000US04,04,Arizona,7950000US0400123,0400123,Arizona - Phoenix City--Maryvale (West) PUMA,Phoenix City--Maryvale (West) PUMA,82.8,3.5
0400000US04,04,Arizona,7950000US0400124,0400124,Arizona - Maricopa County--Glendale City (South) PUMA,Maricopa County--Glendale City (South) PUMA,64.3,3.7
0400000US04,04,Arizona,7950000US0400125,0400125,Arizona - Phoenix City (West) PUMA,Phoenix City (West) PUMA,82.7,3.7
0400000US04,04,Arizona,7950000US0400126,0400126,Arizona - Maricopa County--Glendale City (North) PUMA,Maricopa County--Glendale City (North) PUMA,88.4,2.4
0400000US04,04,Arizona,7950000US0400127,0400127,Arizona - Maricopa County--Peoria City (South & Central) PUMA,Maricopa County--Peoria City (South & Central) PUMA,86.0,2.8
0400000US04,04,Arizona,7950000US0400128,0400128,Arizona - Phoenix City (North) PUMA,Phoenix City (North) PUMA,89.9,2.2
0400000US04,04,Arizona,7950000US0400129,0400129,Arizona - Phoenix (Far North) & Peoria (Northwest) Cities PUMA,Phoenix (Far North) & Peoria (Northwest) Cities PUMA,92.3,2.4
0400000US04,04,Arizona,7950000US0400130,0400130,Arizona - Maricopa County--El Mirage City & Sun City PUMA,Maricopa County--El Mirage City & Sun City PUMA,74.7,2.8
0400000US04,04,Arizona,7950000US0400131,0400131,Arizona - Maricopa County--Surprise City (Central) PUMA,Maricopa County--Surprise City (Central) PUMA,95.2,1.6
0400000US04,04,Arizona,7950000US0400132,0400132,"Arizona - Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA",90.6,3.0
0400000US04,04,Arizona,7950000US0400133,0400133,Arizona - Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA,84.6,3.3
0400000US04,04,Arizona,7950000US0400134,0400134,Arizona - Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,87.1,2.3
0400000US04,04,Arizona,7950000US0400201,0400201,Arizona - Pima County (West) PUMA,Pima County (West) PUMA,79.1,3.1
0400000US04,04,Arizona,7950000US0400202,0400202,Arizona - Tucson (West) & Marana Cities PUMA,Tucson (West) & Marana Cities PUMA,86.9,2.3
0400000US04,04,Arizona,7950000US0400203,0400203,Arizona - Pima County (North Central)--Oro Valley Town PUMA,Pima County (North Central)--Oro Valley Town PUMA,90.5,2.0
0400000US04,04,Arizona,7950000US0400204,0400204,Arizona - Pima County (Northeast) PUMA,Pima County (Northeast) PUMA,89.5,2.1
0400000US04,04,Arizona,7950000US0400205,0400205,Arizona - Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,91.6,1.7
0400000US04,04,Arizona,7950000US0400206,0400206,Arizona - Tucson City (Northeast) PUMA,Tucson City (Northeast) PUMA,81.2,2.7
0400000US04,04,Arizona,7950000US0400207,0400207,Arizona - Tucson City (Northwest) PUMA,Tucson City (Northwest) PUMA,81.9,2.9
0400000US04,04,Arizona,7950000US0400208,0400208,Arizona - Tucson City (South) PUMA,Tucson City (South) PUMA,77.6,3.6
0400000US04,04,Arizona,7950000US0400209,0400209,Arizona - Tucson City (Southeast) PUMA,Tucson City (Southeast) PUMA,84.3,2.9
0400000US04,04,Arizona,7950000US0400300,0400300,Arizona - Navajo & Apache Counties PUMA,Navajo & Apache Counties PUMA,52.7,2.6
0400000US04,04,Arizona,7950000US0400400,0400400,Arizona - Coconino County--Flagstaff City PUMA,Coconino County--Flagstaff City PUMA,76.5,2.6
0400000US04,04,Arizona,7950000US0400500,0400500,Arizona - Yavapai County PUMA,Yavapai County PUMA,80.1,2.3
0400000US04,04,Arizona,7950000US0400600,0400600,Arizona - Mohave & La Paz Counties--Lake Havasu City PUMA,Mohave & La Paz Counties--Lake Havasu City PUMA,78.8,2.4
0400000US04,04,Arizona,7950000US0400700,0400700,Arizona - Yuma County--Yuma City PUMA,Yuma County--Yuma City PUMA,79.8,2.8
0400000US04,04,Arizona,7950000US0400800,0400800,"Arizona - Gila, Graham, Greenlee & Pinal (East) Counties PUMA","Gila, Graham, Greenlee & Pinal (East) Counties PUMA",68.5,3.7
0400000US04,04,Arizona,7950000US0400803,0400803,Arizona - Pinal County (North)--Apache Junction City PUMA,Pinal County (North)--Apache Junction City PUMA,83.2,3.1
0400000US04,04,Arizona,7950000US0400805,0400805,"Arizona - Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA",83.5,4.0
0400000US04,04,Arizona,7950000US0400807,0400807,"Arizona - Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",86.0,2.6
0400000US04,04,Arizona,7950000US0400900,0400900,Arizona - Cochise & Santa Cruz Counties--Sierra Vista City PUMA,Cochise & Santa Cruz Counties--Sierra Vista City PUMA,76.0,2.3
0400000US05,05,Arkansas,0400000US05,05,Arkansas,Arkansas,70.9,0.7
0400000US05,05,Arkansas,7950000US0500100,0500100,Arkansas - Benton County PUMA,Benton County PUMA,58.7,2.5
0400000US05,05,Arkansas,7950000US0500200,0500200,Arkansas - Washington County PUMA,Washington County PUMA,74.9,3.0
0400000US05,05,Arkansas,7950000US0500300,0500300,"Arkansas - Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA",69.6,3.2
0400000US05,05,Arkansas,7950000US0500400,0500400,"Arkansas - Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties PUMA","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties PUMA",64.8,2.9
0400000US05,05,Arkansas,7950000US0500500,0500500,"Arkansas - Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA","Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA",77.1,2.3
0400000US05,05,Arkansas,7950000US0500600,0500600,"Arkansas - Crittenden, Mississippi & Craighead (East) Counties PUMA","Crittenden, Mississippi & Craighead (East) Counties PUMA",76.0,3.0
0400000US05,05,Arkansas,7950000US0500700,0500700,"Arkansas - St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA",65.6,3.3
0400000US05,05,Arkansas,7950000US0500800,0500800,"Arkansas - White, Jackson, Prairie & Woodruff Counties PUMA","White, Jackson, Prairie & Woodruff Counties PUMA",67.4,3.7
0400000US05,05,Arkansas,7950000US0500900,0500900,"Arkansas - Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA",78.1,2.5
0400000US05,05,Arkansas,7950000US0501000,0501000,Arkansas - Pulaski County (Central)--Little Rock City PUMA,Pulaski County (Central)--Little Rock City PUMA,77.4,2.4
0400000US05,05,Arkansas,7950000US0501100,0501100,Arkansas - Faulkner & Lonoke Counties PUMA,Faulkner & Lonoke Counties PUMA,77.6,2.9
0400000US05,05,Arkansas,7950000US0501200,0501200,Arkansas - Saline County PUMA,Saline County PUMA,84.2,2.8
0400000US05,05,Arkansas,7950000US0501300,0501300,"Arkansas - Pope, Johnson, Yell, Conway & Perry Counties PUMA","Pope, Johnson, Yell, Conway & Perry Counties PUMA",68.2,3.0
0400000US05,05,Arkansas,7950000US0501400,0501400,Arkansas - Sebastian & Crawford Counties PUMA,Sebastian & Crawford Counties PUMA,74.8,2.8
0400000US05,05,Arkansas,7950000US0501500,0501500,"Arkansas - Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA","Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA",64.4,4.0
0400000US05,05,Arkansas,7950000US0501600,0501600,"Arkansas - Garland, Hot Spring, Clark & Montgomery Counties PUMA","Garland, Hot Spring, Clark & Montgomery Counties PUMA",74.8,3.0
0400000US05,05,Arkansas,7950000US0501700,0501700,"Arkansas - Jefferson, Grant & Arkansas (Northwest) Counties PUMA","Jefferson, Grant & Arkansas (Northwest) Counties PUMA",69.0,3.8
0400000US05,05,Arkansas,7950000US0501800,0501800,Arkansas - Southeast Arkansas PUMA,Southeast Arkansas PUMA,56.6,3.9
0400000US05,05,Arkansas,7950000US0501900,0501900,Arkansas - South Central Arkansas PUMA,South Central Arkansas PUMA,54.1,4.3
0400000US05,05,Arkansas,7950000US0502000,0502000,Arkansas - Southwest Arkansas PUMA,Southwest Arkansas PUMA,68.9,3.4
0400000US06,06,California,0400000US06,06,California,California,85.4,0.1
0400000US06,06,California,7950000US0600101,0600101,California - Alameda County (North)--Berkeley & Albany Cities PUMA,Alameda County (North)--Berkeley & Albany Cities PUMA,89.2,2.0
0400000US06,06,California,7950000US0600102,0600102,California - Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA,80.0,2.2
0400000US06,06,California,7950000US0600103,0600103,California - Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA,92.6,1.9
0400000US06,06,California,7950000US0600104,0600104,California - Alameda County (North Central)--Oakland City (South Central) PUMA,Alameda County (North Central)--Oakland City (South Central) PUMA,71.0,3.7
0400000US06,06,California,7950000US0600105,0600105,"California - Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA",84.9,2.4
0400000US06,06,California,7950000US0600106,0600106,"California - Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",85.3,2.5
0400000US06,06,California,7950000US0600107,0600107,California - Alameda County (Central)--Hayward City PUMA,Alameda County (Central)--Hayward City PUMA,88.2,1.8
0400000US06,06,California,7950000US0600108,0600108,"California - Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",92.4,2.1
0400000US06,06,California,7950000US0600109,0600109,California - Alameda County (South Central)--Fremont City (East) PUMA,Alameda County (South Central)--Fremont City (East) PUMA,91.0,2.2
0400000US06,06,California,7950000US0600110,0600110,"California - Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA",94.5,1.4
0400000US06,06,California,7950000US0600300,0600300,"California - Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA",80.8,2.3
0400000US06,06,California,7950000US0600701,0600701,California - Butte County (Northwest)--Chico City PUMA,Butte County (Northwest)--Chico City PUMA,84.9,3.2
0400000US06,06,California,7950000US0600702,0600702,California - Butte County (Southeast)--Oroville City & Paradise Town PUMA,Butte County (Southeast)--Oroville City & Paradise Town PUMA,80.3,3.4
0400000US06,06,California,7950000US0601100,0601100,"California - Colusa, Glenn, Tehama & Trinity Counties PUMA","Colusa, Glenn, Tehama & Trinity Counties PUMA",69.8,3.6
0400000US06,06,California,7950000US0601301,0601301,California - Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA,89.6,2.1
0400000US06,06,California,7950000US0601302,0601302,"California - Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA",92.8,1.7
0400000US06,06,California,7950000US0601303,0601303,"California - Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA",88.2,2.8
0400000US06,06,California,7950000US0601304,0601304,"California - Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA",92.0,2.3
0400000US06,06,California,7950000US0601305,0601305,California - Contra Costa County (South)--San Ramon City & Danville Town PUMA,Contra Costa County (South)--San Ramon City & Danville Town PUMA,96.1,1.6
0400000US06,06,California,7950000US0601306,0601306,"California - Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA",91.5,1.9
0400000US06,06,California,7950000US0601307,0601307,California - Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA,91.1,2.3
0400000US06,06,California,7950000US0601308,0601308,California - Contra Costa County (Northeast)--Antioch City PUMA,Contra Costa County (Northeast)--Antioch City PUMA,87.4,3.8
0400000US06,06,California,7950000US0601309,0601309,California - Contra Costa County (East)--Brentwood & Oakley Cities PUMA,Contra Costa County (East)--Brentwood & Oakley Cities PUMA,90.4,2.8
0400000US06,06,California,7950000US0601500,0601500,"California - Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",77.0,2.6
0400000US06,06,California,7950000US0601700,0601700,California - El Dorado County--El Dorado Hills PUMA,El Dorado County--El Dorado Hills PUMA,86.8,2.3
0400000US06,06,California,7950000US0601901,0601901,"California - Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA","Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA",71.4,3.1
0400000US06,06,California,7950000US0601902,0601902,California - Fresno County (North Central)--Fresno City (North) PUMA,Fresno County (North Central)--Fresno City (North) PUMA,88.6,2.1
0400000US06,06,California,7950000US0601903,0601903,California - Fresno County (Central)--Fresno City (East Central) PUMA,Fresno County (Central)--Fresno City (East Central) PUMA,78.4,3.8
0400000US06,06,California,7950000US0601904,0601904,California - Fresno County (Central)--Fresno City (Southwest) PUMA,Fresno County (Central)--Fresno City (Southwest) PUMA,75.2,3.3
0400000US06,06,California,7950000US0601905,0601905,California - Fresno County (Central)--Fresno City (Southeast) PUMA,Fresno County (Central)--Fresno City (Southeast) PUMA,75.7,3.4
0400000US06,06,California,7950000US0601906,0601906,California - Fresno County (Central)--Clovis City PUMA,Fresno County (Central)--Clovis City PUMA,88.1,2.9
0400000US06,06,California,7950000US0601907,0601907,"California - Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA","Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA",76.3,4.1
0400000US06,06,California,7950000US0602300,0602300,California - Humboldt County PUMA,Humboldt County PUMA,80.6,2.9
0400000US06,06,California,7950000US0602500,0602500,California - Imperial County--El Centro City PUMA,Imperial County--El Centro City PUMA,74.8,3.2
0400000US06,06,California,7950000US0602901,0602901,"California - Kern County (West)--Delano, Wasco & Shafter Cities PUMA","Kern County (West)--Delano, Wasco & Shafter Cities PUMA",70.8,3.3
0400000US06,06,California,7950000US0602902,0602902,California - Kern County (Central)--Bakersfield City (West) PUMA,Kern County (Central)--Bakersfield City (West) PUMA,92.0,1.7
0400000US06,06,California,7950000US0602903,0602903,California - Kern County (Central)--Bakersfield City (Northeast) PUMA,Kern County (Central)--Bakersfield City (Northeast) PUMA,78.3,3.1
0400000US06,06,California,7950000US0602904,0602904,California - Kern County (Central)--Bakersfield City (Southeast) PUMA,Kern County (Central)--Bakersfield City (Southeast) PUMA,76.2,3.9
0400000US06,06,California,7950000US0602905,0602905,"California - Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",77.6,3.1
0400000US06,06,California,7950000US0603100,0603100,California - Kings County--Hanford City PUMA,Kings County--Hanford City PUMA,79.6,3.0
0400000US06,06,California,7950000US0603300,0603300,California - Lake & Mendocino Counties PUMA,Lake & Mendocino Counties PUMA,77.0,2.7
0400000US06,06,California,7950000US0603701,0603701,California - Los Angeles County (North/Unincorporated)--Castaic PUMA,Los Angeles County (North/Unincorporated)--Castaic PUMA,88.3,2.4
